time,FinapresPPG
67.3417946666667,-16.71964
67.355128,-19.19929
67.3684613333333,-21.69694
67.3817946666667,-24.30992
67.395128,-26.95697
67.4084613333333,-29.44801
67.4217946666667,-31.73667
67.435128,-33.91712
67.4484613333333,-35.95027
67.4617946666667,-37.46572
67.475128,-37.82054
67.4884613333333,-36.30922
67.5017946666667,-32.43551
67.515128,-26.09675
67.5284613333333,-17.61397
67.5417946666666,-7.62229
67.555128,3.07038
67.5684613333333,13.53324
67.5817946666667,22.7733
67.595128,29.96897
67.6084613333333,34.7277
67.6217946666667,37.16022
67.635128,37.70765
67.6484613333333,36.95022
67.6617946666667,35.47951
67.675128,33.75639
67.6884613333333,32.03375
67.7017946666667,30.33492
67.715128,28.55739
67.7284613333333,26.61869
67.7417946666666,24.4942
67.755128,22.21952
67.7684613333333,19.87775
67.7817946666667,17.55881
67.795128,15.37197
67.8084613333333,13.43064
67.8217946666666,11.81797
67.835128,10.5172
67.8484613333333,9.39473
67.8617946666667,8.2295
67.875128,6.82214
67.8884613333333,5.11365
67.9017946666667,3.16352
67.915128,1.00135
67.9284613333333,-1.39643
67.9417946666667,-4.02122
67.955128,-6.79303
67.9684613333333,-9.5793
67.9817946666667,-12.30931
67.995128,-15.01428
68.0084613333333,-17.70741
68.0217946666667,-20.33254
68.035128,-22.89472
68.0484613333333,-25.46577
68.0617946666667,-28.03727
68.075128,-30.42325
68.0884613333333,-32.41869
68.1017946666666,-33.92483
68.115128,-34.88896
68.1284613333333,-35.19591
68.1417946666667,-34.59156
68.155128,-32.64407
68.1684613333333,-28.79151
68.1817946666667,-22.56282
68.195128,-13.94002
68.2084613333333,-3.36307
68.2217946666667,8.19745
68.235128,19.56232
68.2484613333333,29.66951
68.2617946666666,37.72602
68.275128,43.30675
68.2884613333333,46.42671
68.3017946666667,47.50961
68.315128,47.19992
68.3284613333333,46.12775
68.3417946666667,44.74291
68.355128,43.28643
68.3684613333333,41.77039
68.3817946666667,40.0631
68.395128,38.04557
68.4084613333333,35.75452
68.4217946666667,33.28176
68.435128,30.69007
68.4484613333333,28.07842
68.4617946666667,25.62392
68.475128,23.50578
68.4884613333333,21.77352
68.5017946666667,20.27219
68.515128,18.81008
68.5284613333333,17.20257
68.5417946666666,15.40836
68.555128,13.52416
68.5684613333333,11.60186
68.5817946666667,9.59447
68.595128,7.41714
68.6084613333333,4.98673
68.6217946666667,2.31515
68.635128,-0.46893
68.6484613333333,-3.24561
68.6617946666667,-6.03397
68.675128,-8.784
68.6884613333333,-11.46311
68.7017946666667,-14.0824
68.715128,-16.64442
68.7284613333333,-19.09695
68.7417946666666,-21.39046
68.755128,-23.5757
68.7684613333333,-25.78901
68.7817946666667,-28.09605
68.795128,-30.36027
68.8084613333333,-32.28648
68.8217946666666,-33.36069
68.835128,-32.93784
68.8484613333333,-30.41078
68.8617946666667,-25.41116
68.875128,-17.87004
68.8884613333333,-8.09198
68.9017946666667,3.17011
68.915128,14.82915
68.9284613333333,25.76013
68.9417946666667,35.13774
68.955128,42.31075
68.9684613333333,47.12438
68.9817946666667,49.73983
68.995128,50.49879
69.0084613333333,49.93299
69.0217946666667,48.69968
69.035128,47.35465
69.0484613333333,46.15243
69.0617946666667,45.01585
69.075128,43.70989
69.0884613333333,42.05713
69.1017946666666,39.99673
69.115128,37.60383
69.1284613333333,35.07638
69.1417946666667,32.69117
69.155128,30.61566
69.1684613333333,28.79911
69.1817946666667,27.10366
69.195128,25.48542
69.2084613333333,23.96845
69.2217946666667,22.50023
69.235128,20.91609
69.2484613333333,19.0706
69.2617946666666,16.97695
69.275128,14.73467
69.2884613333333,12.36078
69.3017946666667,9.77286
69.315128,6.97555
69.3284613333333,4.09758
69.3417946666667,1.20252
69.355128,-1.74588
69.3684613333333,-4.69736
69.3817946666667,-7.53853
69.395128,-10.23428
69.4084613333333,-12.86095
69.4217946666667,-15.47054
69.435128,-18.01718
69.4484613333333,-20.50183
69.4617946666667,-23.00907
69.475128,-25.53356
69.4884613333333,-27.92222
69.5017946666667,-29.98307
69.515128,-31.52708
69.5284613333333,-32.15356
69.5417946666666,-31.18867
69.555128,-27.93247
69.5684613333333,-22.04124
69.5817946666667,-13.68654
69.595128,-3.43972
69.6084613333333,7.8337
69.6217946666667,19.01122
69.635128,28.91426
69.6484613333333,36.67123
69.6617946666667,41.91415
69.675128,44.6757
69.6884613333333,45.31042
69.7017946666667,44.33244
69.715128,42.44721
69.7284613333333,40.34876
69.7417946666666,38.43128
69.755128,36.74256
69.7684613333333,35.1906
69.7817946666667,33.60498
69.795128,31.73353
69.8084613333333,29.5017
69.8217946666666,27.08022
69.835128,24.67131
69.8484613333333,22.30454
69.8617946666667,20.04985
69.875128,18.12489
69.8884613333333,16.67073
69.9017946666667,15.57458
69.915128,14.56616
69.9284613333333,13.39842
69.9417946666667,11.9329
69.955128,10.12891
69.9684613333333,8.04372
69.9817946666667,5.73436
69.995128,3.24708
70.0084613333333,0.60119
70.0217946666667,-2.08698
70.035128,-4.67883
70.0484613333333,-7.13627
70.0617946666667,-9.53503
70.075128,-12.01554
70.0884613333333,-14.61263
70.1017946666666,-17.14595
70.115128,-19.40568
70.1284613333333,-21.45618
70.1417946666667,-23.49519
70.155128,-25.58011
70.1684613333333,-27.42576
70.1817946666667,-28.57643
70.195128,-28.58477
70.2084613333333,-26.97485
70.2217946666667,-23.25772
70.235128,-17.14287
70.2484613333333,-8.73866
70.2617946666666,1.4015
70.275128,12.51387
70.2884613333333,23.36198
70.3017946666667,32.80284
70.315128,40.09386
70.3284613333333,44.95806
70.3417946666667,47.4473
70.355128,47.90434
70.3684613333333,46.93282
70.3817946666667,45.17343
70.395128,43.03115
70.4084613333333,40.66912
70.4217946666667,38.20025
70.435128,35.79641
70.4484613333333,33.51715
70.4617946666667,31.31054
70.475128,29.1087
70.4884613333333,26.89332
70.5017946666667,24.7267
70.515128,22.72597
70.5284613333333,20.99217
70.5417946666666,19.52671
70.555128,18.15787
70.5684613333333,16.73669
70.5817946666667,15.25992
70.595128,13.76632
70.6084613333333,12.23303
70.6217946666667,10.5778
70.635128,8.68172
70.6484613333333,6.42728
70.6617946666667,3.81158
70.675128,1.00896
70.6884613333333,-1.7468
70.7017946666667,-4.37625
70.715128,-6.92029
70.7284613333333,-9.37965
70.7417946666666,-11.74307
70.755128,-14.06037
70.7684613333333,-16.40289
70.7817946666667,-18.75023
70.795128,-20.99519
70.8084613333333,-23.03404
70.8217946666666,-24.72204
70.835128,-25.70484
70.8484613333333,-25.40565
70.8617946666667,-23.19677
70.875128,-18.72854
70.8884613333333,-12.06709
70.9017946666667,-3.58667
70.915128,6.10546
70.9284613333333,16.1118
70.9417946666667,25.38513
70.955128,33.06372
70.9684613333333,38.66451
70.9817946666667,42.09816
70.995128,43.62385
71.0084613333333,43.55883
71.0217946666667,42.33819
71.035128,40.55628
71.0484613333333,38.72959
71.0617946666667,37.03041
71.075128,35.34224
71.0884613333333,33.4648
71.1017946666666,31.25515
71.115128,28.74815
71.1284613333333,26.15454
71.1417946666667,23.70829
71.155128,21.52168
71.1684613333333,19.6715
71.1817946666667,18.10605
71.195128,16.6794
71.2084613333333,15.30889
71.2217946666667,13.98224
71.235128,12.64294
71.2484613333333,11.18602
71.2617946666667,9.52851
71.275128,7.6177
71.2884613333333,5.37915
71.3017946666667,2.8693
71.315128,0.20785
71.3284613333333,-2.56933
71.3417946666667,-5.44864
71.355128,-8.28198
71.3684613333333,-10.89436
71.3817946666667,-13.2946
71.395128,-15.66146
71.4084613333333,-18.15212
71.4217946666667,-20.74861
71.435128,-23.27472
71.4484613333333,-25.624
71.4617946666666,-27.685
71.475128,-29.33191
71.4884613333333,-30.28924
71.5017946666667,-30.05137
71.515128,-27.98024
71.5284613333333,-23.57265
71.5417946666666,-16.72422
71.555128,-7.83729
71.5684613333333,2.26916
71.5817946666667,12.54627
71.595128,22.16208
71.6084613333333,30.25662
71.6217946666667,36.29613
71.635128,40.09274
71.6484613333333,41.83698
71.6617946666667,42.031
71.675128,41.33285
71.6884613333333,40.31557
71.7017946666667,39.27377
71.715128,38.20554
71.7284613333333,37.00367
71.7417946666666,35.52283
71.755128,33.71956
71.7684613333333,31.65193
71.7817946666667,29.45744
71.795128,27.26629
71.8084613333333,25.16377
71.8217946666666,23.20091
71.835128,21.41971
71.8484613333333,19.87029
71.8617946666667,18.5802
71.875128,17.50496
71.8884613333333,16.52468
71.9017946666667,15.51088
71.915128,14.32399
71.9284613333333,12.80033
71.9417946666667,10.83872
71.955128,8.4921
71.9684613333333,5.8934
71.9817946666667,3.17253
71.995128,0.45474
72.0084613333333,-2.18846
72.0217946666667,-4.81306
72.035128,-7.49655
72.0484613333333,-10.18289
72.0617946666667,-12.77864
72.075128,-15.25275
72.0884613333333,-17.62177
72.1017946666666,-19.88808
72.115128,-22.04141
72.1284613333333,-24.04054
72.1417946666667,-25.71254
72.155128,-26.68861
72.1684613333333,-26.45613
72.1817946666667,-24.40736
72.195128,-20.03558
72.2084613333333,-13.20246
72.2217946666667,-4.31251
72.235128,5.76544
72.2484613333333,15.96314
72.2617946666667,25.26569
72.275128,32.88545
72.2884613333333,38.35899
72.3017946666667,41.54442
72.315128,42.65378
72.3284613333333,42.11976
72.3417946666667,40.54003
72.355128,38.53435
72.3684613333333,36.54076
72.3817946666667,34.66105
72.395128,32.75605
72.4084613333333,30.6885
72.4217946666667,28.4555
72.435128,26.13696
72.4484613333333,23.80046
72.4617946666666,21.48418
72.475128,19.34441
72.4884613333333,17.56545
72.5017946666667,16.18547
72.515128,15.05018
72.5284613333333,13.95056
72.5417946666666,12.80922
72.555128,11.66474
72.5684613333333,10.46432
72.5817946666667,9.01218
72.595128,7.19937
72.6084613333333,5.07702
72.6217946666667,2.74935
72.635128,0.2384
72.6484613333333,-2.42435
72.6617946666667,-5.09283
72.675128,-7.60175
72.6884613333333,-9.98998
72.7017946666667,-12.453
72.715128,-15.00498
72.7284613333333,-17.41687
72.7417946666666,-19.53722
72.755128,-21.46987
72.7684613333333,-23.46328
72.7817946666667,-25.47669
72.795128,-27.03268
72.8084613333333,-27.44358
72.8217946666666,-26.17197
72.835128,-22.89456
72.8484613333333,-17.38134
72.8617946666667,-9.67516
